Data,Mandante,Hor/Res,Visitante,Liga,Mandante URL,Visitante URL,Fase,Unnamed: 6,Torneio,Campo,0,Temporada
2026-07-18 14:00:00,Juventude FA,00 - 21,T-Rex,Superliga D1,https://www.salaooval.com.br/times/uniao-da-serra/,http://www.salaooval.com.br/times/timbo-rex,,,superliga-2026,,,
2026-07-18 14:00:00,Coritiba Crocodiles,28 - 00,Istepôs FA,Superliga D1,http://www.salaooval.com.br/times/coritiba-crocodiles/,https://www.salaooval.com.br/times/istepos-fa/,,,superliga-2026,,,
2026-07-18 15:00:00,Cuiabá Arsenal,07 - 41,Rondonópolis Hawks,Superliga D1,http://www.salaooval.com.br/times/cuiaba-arsenal/,http://www.salaooval.com.br/times/rondonopolis-hawks,,,superliga-2026,,,
2026-07-18 16:00:00,Caruaru Wolves,14 - 41,Cavalaria 2 de Julho,Superliga D1,http://www.salaooval.com.br/times/caruaru-wolves,http://www.salaooval.com.br/times/cavalaria-2-de-julho/,,,superliga-2026,,,
2026-07-19 09:00:00,Caucaia Sabres,06 - 34,Fortaleza Tritões,Superliga D1,https://www.salaooval.com.br/equipe/caucaia-sabres/,https://www.salaooval.com.br/equipe/fortaleza-tritoes/,,,superliga-2026,,,
2026-07-19 10:00:00,Spartans Football,00 - 31,Locomotiva FA,Superliga D1,http://www.salaooval.com.br/times/spartans-football/,http://www.salaooval.com.br/times/america-locomotiva/,,,superliga-2026,,,
2026-07-19 14:00:00,Spartans Football 2,14:00:0014:00,Caniballs Football,Superliga D2,https://www.salaooval.com.br/equipe/spartans-football-2/,https://www.salaooval.com.br/equipe/caniballs-football/,,,superliga-2026,,,
2026-08-01 00:00:00,Manaus FA,00:00:0000:00,São Raimundo C. Cavaliers,Superliga D1,http://www.salaooval.com.br/times/manaus-fa/,http://www.salaooval.com.br/times/manaus-cavaliers/,,,superliga-2026,,,
2026-08-01 00:00:00,Vasco Almirantes,00:00:0000:00,Spartans Football,Superliga D1,http://www.salaooval.com.br/times/vasco-almirantes/,http://www.salaooval.com.br/times/spartans-football/,,,superliga-2026,,,
2026-08-01 00:00:00,Londrina Bristlebacks,00:00:0000:00,Coritiba Crocodiles,Superliga D1,http://www.salaooval.com.br/times/londrina-bristlebacks,http://www.salaooval.com.br/times/coritiba-crocodiles/,,,superliga-2026,,,
2026-08-01 14:00:00,Locomotiva FA,48 - 00,Ocelots FA,Superliga D1,http://www.salaooval.com.br/times/america-locomotiva/,http://www.salaooval.com.br/times/ocelots-fa,,,superliga-2026,,,
2026-08-01 14:00:00,Cuiabá Arsenal,00 - 14,Goiás FA,Superliga D1,http://www.salaooval.com.br/times/cuiaba-arsenal/,https://www.salaooval.com.br/equipe/goias-fa/,,,superliga-2026,,,
2026-08-01 14:00:00,Coritiba Crocodiles B,14 - 09,JEC Gladiators,Superliga D2,https://www.salaooval.com.br/equipe/coritiba-crocodiles-b/,http://www.salaooval.com.br/times/joinville-gladiators,,,superliga-2026,,,
2026-08-01 14:00:00,Tritões FA,19 - 20,Macaé Oilers,Superliga D2,http://www.salaooval.com.br/times/tritoes-fa/,http://www.salaooval.com.br/times/macae-oilers/,,,superliga-2026,,,
2026-08-01 14:00:00,Arapongas Golden Phoenix,28 - 06,Maringá Pyros,Superliga D2,https://www.salaooval.com.br/equipe/arapongas-golden-phoenix/,http://www.salaooval.com.br/times/maringa-pyros/,,,superliga-2026,,,
2026-08-01 14:30:00,Galo FA,55 - 00,Flamengo Imperadores,Superliga D1,http://www.salaooval.com.br/times/galo-fa/,http://www.salaooval.com.br/times/flamengo-imperadores/,,,superliga-2026,,,
2026-08-01 15:45:00,T-Rex,40 - 07,Santa Maria Soldiers,Superliga D1,http://www.salaooval.com.br/times/timbo-rex,http://www.salaooval.com.br/times/santa-maria-soldiers,,,superliga-2026,,,
2026-08-01 18:00:00,Corinthians Steamrollers,12 - 23,Caniballs Football,Superliga D2,http://www.salaooval.com.br/times/corinthians-steamrollers/,https://www.salaooval.com.br/equipe/caniballs-football/,,,superliga-2026,,,
2026-08-01 18:30:00,Cruzeiro FA,06 - 00,Gama Leões de Judá,Superliga D2,https://www.salaooval.com.br/times/cruzeiro_fa/,http://www.salaooval.com.br/times/leoes-de-juda,,,superliga-2026,,,
2026-08-02 00:00:00,Underdogs FA,00:00:0000:00,Bears FA,Superliga D2,https://www.salaooval.com.br/equipe/underdogs-fa/,https://www.salaooval.com.br/equipe/bears-fa/,,,superliga-2026,,,
2026-08-02 09:00:00,Tubarões do Cerrado,06 - 43,Rondonópolis Hawks,Superliga D1,https://www.salaooval.com.br/equipe/tubaroes-do-cerrado/,http://www.salaooval.com.br/times/rondonopolis-hawks,,,superliga-2026,,,
2026-08-02 09:00:00,Brown Spiders 2,20 - 08,Curitiba Lions,Superliga D2,https://www.salaooval.com.br/equipe/brown-spiders-2/,https://www.salaooval.com.br/equipe/curitiba-lions/,,,superliga-2026,,,
2026-08-02 10:00:00,Cavalaria 2 de Julho,50 - 15,Fortaleza Tritões,Superliga D1,http://www.salaooval.com.br/times/cavalaria-2-de-julho/,https://www.salaooval.com.br/equipe/fortaleza-tritoes/,,,superliga-2026,,,
2026-08-02 10:00:00,Tatuapé Monsters,33 - 35,Vikings FA,Superliga D2,https://www.salaooval.com.br/equipe/tatuape-monsters/,https://www.salaooval.com.br/equipe/vikings-fa/,,,superliga-2026,,,
2026-08-02 14:00:00,Recife Mariners,55 - 07,Caucaia Sabres,Superliga D1,http://www.salaooval.com.br/times/recife-mariners/,https://www.salaooval.com.br/equipe/caucaia-sabres/,,,superliga-2026,,,
2026-08-02 14:00:00,João Pessoa Espectros,20 - 36,Caruaru Wolves,Superliga D1,http://www.salaooval.com.br/times/joao-pessoa-espectros/,http://www.salaooval.com.br/times/caruaru-wolves,,,superliga-2026,,,
2026-08-02 14:00:00,Juventude FA,28 - 13,Bravos FA,Superliga D1,https://www.salaooval.com.br/times/uniao-da-serra/,https://www.salaooval.com.br/equipe/bravos-fa/,,,superliga-2026,,,
2026-08-02 14:00:00,Calvary Cavaliers,14 - 32,Ponta Grossa Phantoms,Superliga D2,https://www.salaooval.com.br/equipe/calvary-cavaliers/,https://www.salaooval.com.br/equipe/ponta-grossa-phantoms/,,,superliga-2026,,,
No data available i,No data available in table,No data available in table,No data available in table,No data available in table,,,No data available in table,No data available in table,superliga-2026,,,
2026-07-11 00:00:00,Porto Velho Miners,00:00:0000:00,São Raimundo C. Cavaliers,Superliga D1,https://www.salaooval.com.br/equipe/porto-velho-miners/,http://www.salaooval.com.br/times/manaus-cavaliers/,,,superliga-2026,,,
2026-07-11 00:00:00,Tubarões do Cerrado,24 - 00,Goiás FA,Superliga D1,https://www.salaooval.com.br/equipe/tubaroes-do-cerrado/,https://www.salaooval.com.br/equipe/goias-fa/,,,superliga-2026,,,
2026-07-18 00:00:00,Brown Spiders,00:00:0000:00,Londrina Bristlebacks,Superliga D1,http://www.salaooval.com.br/times/brown-spiders/,http://www.salaooval.com.br/times/londrina-bristlebacks,,,superliga-2026,,,
2026-07-18 09:00:00,Bravos FA,25 - 26,Santa Maria Soldiers,Superliga D1,https://www.salaooval.com.br/equipe/bravos-fa/,http://www.salaooval.com.br/times/santa-maria-soldiers,,,superliga-2026,,,
2026-07-18 10:00:00,Curitiba Phoenix,06 - 18,Brasília Pilots,Superliga Feminina,https://www.salaooval.com.br/equipe/curitiba-phoenix/,https://www.salaooval.com.br/equipe/brasilia-pilots/,,,superliga-2026,,,
2026-07-18 10:00:00,Erechim Coroados,28 - 07,Bears FA,Superliga D2,https://www.salaooval.com.br/equipe/erechim-coroados/,https://www.salaooval.com.br/equipe/bears-fa/,,,superliga-2026,,,
2026-07-18 10:00:00,Chape FA,00 - 32,Cascavel Olympians,Superliga D2,https://www.salaooval.com.br/equipe/chape-fa/,https://www.salaooval.com.br/equipe/cascavel-olympians/,,,superliga-2026,,,
2026-07-18 10:00:00,Vikings FA,40 - 10,Corinthians Steamrollers,Superliga D2,https://www.salaooval.com.br/equipe/vikings-fa/,http://www.salaooval.com.br/times/corinthians-steamrollers/,,,superliga-2026,,,
2026-07-18 11:00:00,Lusa Jaguars,00 - 26,Curitiba Silverhawks,Superliga Feminina,https://www.salaooval.com.br/equipe/lusa-jaguars/,https://www.salaooval.com.br/equipe/curitiba-silverhawks/,,,superliga-2026,,,
2026-07-18 14:00:00,João Pessoa Espectros,11 - 28,Recife Mariners,Superliga D1,http://www.salaooval.com.br/times/joao-pessoa-espectros/,http://www.salaooval.com.br/times/recife-mariners/,,,superliga-2026,,,
2026-07-18 14:00:00,Ocelots FA,54 - 00,Flamengo Imperadores,Superliga D1,http://www.salaooval.com.br/times/ocelots-fa,http://www.salaooval.com.br/times/flamengo-imperadores/,,,superliga-2026,,,
2026-07-18 14:00:00,Guarulhos Rhynos,30 - 14,Vasco Almirantes,Superliga D1,https://www.salaooval.com.br/times/Guarulhos-Rhynos/,http://www.salaooval.com.br/times/vasco-almirantes/,,,superliga-2026,,,
2026-07-18 14:00:00,Juventude FA,00 - 21,T-Rex,Superliga D1,https://www.salaooval.com.br/times/uniao-da-serra/,http://www.salaooval.com.br/times/timbo-rex,,,superliga-2026,,,
2026-07-18 14:00:00,Coritiba Crocodiles,28 - 00,Istepôs FA,Superliga D1,http://www.salaooval.com.br/times/coritiba-crocodiles/,https://www.salaooval.com.br/times/istepos-fa/,,,superliga-2026,,,
2026-07-18 15:00:00,Cuiabá Arsenal,07 - 41,Rondonópolis Hawks,Superliga D1,http://www.salaooval.com.br/times/cuiaba-arsenal/,http://www.salaooval.com.br/times/rondonopolis-hawks,,,superliga-2026,,,
2026-07-18 16:00:00,Caruaru Wolves,14 - 41,Cavalaria 2 de Julho,Superliga D1,http://www.salaooval.com.br/times/caruaru-wolves,http://www.salaooval.com.br/times/cavalaria-2-de-julho/,,,superliga-2026,,,
2026-07-19 09:00:00,Caucaia Sabres,06 - 34,Fortaleza Tritões,Superliga D1,https://www.salaooval.com.br/equipe/caucaia-sabres/,https://www.salaooval.com.br/equipe/fortaleza-tritoes/,,,superliga-2026,,,
2026-07-19 10:00:00,Spartans Football,00 - 31,Locomotiva FA,Superliga D1,http://www.salaooval.com.br/times/spartans-football/,http://www.salaooval.com.br/times/america-locomotiva/,,,superliga-2026,,,
2026-07-19 14:00:00,Spartans Football 2,14:00:0014:00,Caniballs Football,Superliga D2,https://www.salaooval.com.br/equipe/spartans-football-2/,https://www.salaooval.com.br/equipe/caniballs-football/,,,superliga-2026,,,
2026-08-01 00:00:00,Manaus FA,00:00:0000:00,São Raimundo C. Cavaliers,Superliga D1,http://www.salaooval.com.br/times/manaus-fa/,http://www.salaooval.com.br/times/manaus-cavaliers/,,,superliga-2026,,,
2026-08-01 00:00:00,Vasco Almirantes,00:00:0000:00,Spartans Football,Superliga D1,http://www.salaooval.com.br/times/vasco-almirantes/,http://www.salaooval.com.br/times/spartans-football/,,,superliga-2026,,,
2026-08-01 00:00:00,Londrina Bristlebacks,00:00:0000:00,Coritiba Crocodiles,Superliga D1,http://www.salaooval.com.br/times/londrina-bristlebacks,http://www.salaooval.com.br/times/coritiba-crocodiles/,,,superliga-2026,,,
2026-08-01 14:00:00,Locomotiva FA,48 - 00,Ocelots FA,Superliga D1,http://www.salaooval.com.br/times/america-locomotiva/,http://www.salaooval.com.br/times/ocelots-fa,,,superliga-2026,,,
2026-08-01 14:00:00,Cuiabá Arsenal,00 - 14,Goiás FA,Superliga D1,http://www.salaooval.com.br/times/cuiaba-arsenal/,https://www.salaooval.com.br/equipe/goias-fa/,,,superliga-2026,,,
2026-08-01 14:00:00,Coritiba Crocodiles B,14 - 09,JEC Gladiators,Superliga D2,https://www.salaooval.com.br/equipe/coritiba-crocodiles-b/,http://www.salaooval.com.br/times/joinville-gladiators,,,superliga-2026,,,
2026-08-01 14:00:00,Tritões FA,19 - 20,Macaé Oilers,Superliga D2,http://www.salaooval.com.br/times/tritoes-fa/,http://www.salaooval.com.br/times/macae-oilers/,,,superliga-2026,,,
2026-08-01 14:00:00,Arapongas Golden Phoenix,28 - 06,Maringá Pyros,Superliga D2,https://www.salaooval.com.br/equipe/arapongas-golden-phoenix/,http://www.salaooval.com.br/times/maringa-pyros/,,,superliga-2026,,,
2026-08-01 14:30:00,Galo FA,55 - 00,Flamengo Imperadores,Superliga D1,http://www.salaooval.com.br/times/galo-fa/,http://www.salaooval.com.br/times/flamengo-imperadores/,,,superliga-2026,,,
2026-08-01 15:45:00,T-Rex,40 - 07,Santa Maria Soldiers,Superliga D1,http://www.salaooval.com.br/times/timbo-rex,http://www.salaooval.com.br/times/santa-maria-soldiers,,,superliga-2026,,,
2026-08-01 18:00:00,Corinthians Steamrollers,12 - 23,Caniballs Football,Superliga D2,http://www.salaooval.com.br/times/corinthians-steamrollers/,https://www.salaooval.com.br/equipe/caniballs-football/,,,superliga-2026,,,
2026-08-01 18:30:00,Cruzeiro FA,06 - 00,Gama Leões de Judá,Superliga D2,https://www.salaooval.com.br/times/cruzeiro_fa/,http://www.salaooval.com.br/times/leoes-de-juda,,,superliga-2026,,,
2026-08-02 00:00:00,Underdogs FA,00:00:0000:00,Bears FA,Superliga D2,https://www.salaooval.com.br/equipe/underdogs-fa/,https://www.salaooval.com.br/equipe/bears-fa/,,,superliga-2026,,,
2026-08-02 09:00:00,Tubarões do Cerrado,06 - 43,Rondonópolis Hawks,Superliga D1,https://www.salaooval.com.br/equipe/tubaroes-do-cerrado/,http://www.salaooval.com.br/times/rondonopolis-hawks,,,superliga-2026,,,
2026-08-02 09:00:00,Brown Spiders 2,20 - 08,Curitiba Lions,Superliga D2,https://www.salaooval.com.br/equipe/brown-spiders-2/,https://www.salaooval.com.br/equipe/curitiba-lions/,,,superliga-2026,,,
2026-08-02 10:00:00,Cavalaria 2 de Julho,50 - 15,Fortaleza Tritões,Superliga D1,http://www.salaooval.com.br/times/cavalaria-2-de-julho/,https://www.salaooval.com.br/equipe/fortaleza-tritoes/,,,superliga-2026,,,
2026-08-02 10:00:00,Tatuapé Monsters,33 - 35,Vikings FA,Superliga D2,https://www.salaooval.com.br/equipe/tatuape-monsters/,https://www.salaooval.com.br/equipe/vikings-fa/,,,superliga-2026,,,
2026-08-02 14:00:00,Recife Mariners,55 - 07,Caucaia Sabres,Superliga D1,http://www.salaooval.com.br/times/recife-mariners/,https://www.salaooval.com.br/equipe/caucaia-sabres/,,,superliga-2026,,,
2026-08-02 14:00:00,João Pessoa Espectros,20 - 36,Caruaru Wolves,Superliga D1,http://www.salaooval.com.br/times/joao-pessoa-espectros/,http://www.salaooval.com.br/times/caruaru-wolves,,,superliga-2026,,,
2026-08-02 14:00:00,Juventude FA,28 - 13,Bravos FA,Superliga D1,https://www.salaooval.com.br/times/uniao-da-serra/,https://www.salaooval.com.br/equipe/bravos-fa/,,,superliga-2026,,,
2026-08-02 14:00:00,Calvary Cavaliers,14 - 32,Ponta Grossa Phantoms,Superliga D2,https://www.salaooval.com.br/equipe/calvary-cavaliers/,https://www.salaooval.com.br/equipe/ponta-grossa-phantoms/,,,superliga-2026,,,
No data available i,No data available in table,No data available in table,No data available in table,No data available in table,,,No data available in table,No data available in table,superliga-2026,,,
2026-07-11 00:00:00,Porto Velho Miners,00:00:0000:00,São Raimundo C. Cavaliers,Superliga D1,https://www.salaooval.com.br/equipe/porto-velho-miners/,http://www.salaooval.com.br/times/manaus-cavaliers/,,,superliga-2026,,,
2026-07-11 00:00:00,Tubarões do Cerrado,24 - 00,Goiás FA,Superliga D1,https://www.salaooval.com.br/equipe/tubaroes-do-cerrado/,https://www.salaooval.com.br/equipe/goias-fa/,,,superliga-2026,,,
2026-07-18 00:00:00,Brown Spiders,00:00:0000:00,Londrina Bristlebacks,Superliga D1,http://www.salaooval.com.br/times/brown-spiders/,http://www.salaooval.com.br/times/londrina-bristlebacks,,,superliga-2026,,,
2026-07-18 09:00:00,Bravos FA,25 - 26,Santa Maria Soldiers,Superliga D1,https://www.salaooval.com.br/equipe/bravos-fa/,http://www.salaooval.com.br/times/santa-maria-soldiers,,,superliga-2026,,,
2026-07-18 10:00:00,Curitiba Phoenix,06 - 18,Brasília Pilots,Superliga Feminina,https://www.salaooval.com.br/equipe/curitiba-phoenix/,https://www.salaooval.com.br/equipe/brasilia-pilots/,,,superliga-2026,,,
2026-07-18 10:00:00,Erechim Coroados,28 - 07,Bears FA,Superliga D2,https://www.salaooval.com.br/equipe/erechim-coroados/,https://www.salaooval.com.br/equipe/bears-fa/,,,superliga-2026,,,
2026-07-18 10:00:00,Chape FA,00 - 32,Cascavel Olympians,Superliga D2,https://www.salaooval.com.br/equipe/chape-fa/,https://www.salaooval.com.br/equipe/cascavel-olympians/,,,superliga-2026,,,
2026-07-18 10:00:00,Vikings FA,40 - 10,Corinthians Steamrollers,Superliga D2,https://www.salaooval.com.br/equipe/vikings-fa/,http://www.salaooval.com.br/times/corinthians-steamrollers/,,,superliga-2026,,,
2026-07-18 11:00:00,Lusa Jaguars,00 - 26,Curitiba Silverhawks,Superliga Feminina,https://www.salaooval.com.br/equipe/lusa-jaguars/,https://www.salaooval.com.br/equipe/curitiba-silverhawks/,,,superliga-2026,,,
2026-07-18 14:00:00,João Pessoa Espectros,11 - 28,Recife Mariners,Superliga D1,http://www.salaooval.com.br/times/joao-pessoa-espectros/,http://www.salaooval.com.br/times/recife-mariners/,,,superliga-2026,,,
2026-07-18 14:00:00,Ocelots FA,54 - 00,Flamengo Imperadores,Superliga D1,http://www.salaooval.com.br/times/ocelots-fa,http://www.salaooval.com.br/times/flamengo-imperadores/,,,superliga-2026,,,
2026-07-18 14:00:00,Guarulhos Rhynos,30 - 14,Vasco Almirantes,Superliga D1,https://www.salaooval.com.br/times/Guarulhos-Rhynos/,http://www.salaooval.com.br/times/vasco-almirantes/,,,superliga-2026,,,
2026-07-18 14:00:00,Juventude FA,00 - 21,T-Rex,Superliga D1,https://www.salaooval.com.br/times/uniao-da-serra/,http://www.salaooval.com.br/times/timbo-rex,,,superliga-2026,,,
2026-07-18 14:00:00,Coritiba Crocodiles,28 - 00,Istepôs FA,Superliga D1,http://www.salaooval.com.br/times/coritiba-crocodiles/,https://www.salaooval.com.br/times/istepos-fa/,,,superliga-2026,,,
2026-07-18 15:00:00,Cuiabá Arsenal,07 - 41,Rondonópolis Hawks,Superliga D1,http://www.salaooval.com.br/times/cuiaba-arsenal/,http://www.salaooval.com.br/times/rondonopolis-hawks,,,superliga-2026,,,
2026-07-18 16:00:00,Caruaru Wolves,14 - 41,Cavalaria 2 de Julho,Superliga D1,http://www.salaooval.com.br/times/caruaru-wolves,http://www.salaooval.com.br/times/cavalaria-2-de-julho/,,,superliga-2026,,,
2026-07-19 09:00:00,Caucaia Sabres,06 - 34,Fortaleza Tritões,Superliga D1,https://www.salaooval.com.br/equipe/caucaia-sabres/,https://www.salaooval.com.br/equipe/fortaleza-tritoes/,,,superliga-2026,,,
2026-07-19 10:00:00,Spartans Football,00 - 31,Locomotiva FA,Superliga D1,http://www.salaooval.com.br/times/spartans-football/,http://www.salaooval.com.br/times/america-locomotiva/,,,superliga-2026,,,
2026-07-19 14:00:00,Spartans Football 2,14:00:0014:00,Caniballs Football,Superliga D2,https://www.salaooval.com.br/equipe/spartans-football-2/,https://www.salaooval.com.br/equipe/caniballs-football/,,,superliga-2026,,,
2026-08-01 00:00:00,Manaus FA,00:00:0000:00,São Raimundo C. Cavaliers,Superliga D1,http://www.salaooval.com.br/times/manaus-fa/,http://www.salaooval.com.br/times/manaus-cavaliers/,,,superliga-2026,,,
2026-08-01 00:00:00,Vasco Almirantes,00:00:0000:00,Spartans Football,Superliga D1,http://www.salaooval.com.br/times/vasco-almirantes/,http://www.salaooval.com.br/times/spartans-football/,,,superliga-2026,,,
2026-08-01 00:00:00,Londrina Bristlebacks,00:00:0000:00,Coritiba Crocodiles,Superliga D1,http://www.salaooval.com.br/times/londrina-bristlebacks,http://www.salaooval.com.br/times/coritiba-crocodiles/,,,superliga-2026,,,
2026-08-01 14:00:00,Locomotiva FA,48 - 00,Ocelots FA,Superliga D1,http://www.salaooval.com.br/times/america-locomotiva/,http://www.salaooval.com.br/times/ocelots-fa,,,superliga-2026,,,
2026-08-01 14:00:00,Cuiabá Arsenal,00 - 14,Goiás FA,Superliga D1,http://www.salaooval.com.br/times/cuiaba-arsenal/,https://www.salaooval.com.br/equipe/goias-fa/,,,superliga-2026,,,
2026-08-01 14:00:00,Coritiba Crocodiles B,14 - 09,JEC Gladiators,Superliga D2,https://www.salaooval.com.br/equipe/coritiba-crocodiles-b/,http://www.salaooval.com.br/times/joinville-gladiators,,,superliga-2026,,,
2026-08-01 14:00:00,Tritões FA,19 - 20,Macaé Oilers,Superliga D2,http://www.salaooval.com.br/times/tritoes-fa/,http://www.salaooval.com.br/times/macae-oilers/,,,superliga-2026,,,
2026-08-01 14:00:00,Arapongas Golden Phoenix,28 - 06,Maringá Pyros,Superliga D2,https://www.salaooval.com.br/equipe/arapongas-golden-phoenix/,http://www.salaooval.com.br/times/maringa-pyros/,,,superliga-2026,,,
2026-08-01 14:30:00,Galo FA,55 - 00,Flamengo Imperadores,Superliga D1,http://www.salaooval.com.br/times/galo-fa/,http://www.salaooval.com.br/times/flamengo-imperadores/,,,superliga-2026,,,
2026-08-01 15:45:00,T-Rex,40 - 07,Santa Maria Soldiers,Superliga D1,http://www.salaooval.com.br/times/timbo-rex,http://www.salaooval.com.br/times/santa-maria-soldiers,,,superliga-2026,,,
2026-08-01 18:00:00,Corinthians Steamrollers,12 - 23,Caniballs Football,Superliga D2,http://www.salaooval.com.br/times/corinthians-steamrollers/,https://www.salaooval.com.br/equipe/caniballs-football/,,,superliga-2026,,,
2026-08-01 18:30:00,Cruzeiro FA,06 - 00,Gama Leões de Judá,Superliga D2,https://www.salaooval.com.br/times/cruzeiro_fa/,http://www.salaooval.com.br/times/leoes-de-juda,,,superliga-2026,,,
2026-08-02 00:00:00,Underdogs FA,00:00:0000:00,Bears FA,Superliga D2,https://www.salaooval.com.br/equipe/underdogs-fa/,https://www.salaooval.com.br/equipe/bears-fa/,,,superliga-2026,,,
2026-08-02 09:00:00,Tubarões do Cerrado,06 - 43,Rondonópolis Hawks,Superliga D1,https://www.salaooval.com.br/equipe/tubaroes-do-cerrado/,http://www.salaooval.com.br/times/rondonopolis-hawks,,,superliga-2026,,,
2026-08-02 09:00:00,Brown Spiders 2,20 - 08,Curitiba Lions,Superliga D2,https://www.salaooval.com.br/equipe/brown-spiders-2/,https://www.salaooval.com.br/equipe/curitiba-lions/,,,superliga-2026,,,
2026-08-02 10:00:00,Cavalaria 2 de Julho,50 - 15,Fortaleza Tritões,Superliga D1,http://www.salaooval.com.br/times/cavalaria-2-de-julho/,https://www.salaooval.com.br/equipe/fortaleza-tritoes/,,,superliga-2026,,,
2026-08-02 10:00:00,Tatuapé Monsters,33 - 35,Vikings FA,Superliga D2,https://www.salaooval.com.br/equipe/tatuape-monsters/,https://www.salaooval.com.br/equipe/vikings-fa/,,,superliga-2026,,,
2026-08-02 14:00:00,Recife Mariners,55 - 07,Caucaia Sabres,Superliga D1,http://www.salaooval.com.br/times/recife-mariners/,https://www.salaooval.com.br/equipe/caucaia-sabres/,,,superliga-2026,,,
2026-08-02 14:00:00,João Pessoa Espectros,20 - 36,Caruaru Wolves,Superliga D1,http://www.salaooval.com.br/times/joao-pessoa-espectros/,http://www.salaooval.com.br/times/caruaru-wolves,,,superliga-2026,,,
2026-08-02 14:00:00,Juventude FA,28 - 13,Bravos FA,Superliga D1,https://www.salaooval.com.br/times/uniao-da-serra/,https://www.salaooval.com.br/equipe/bravos-fa/,,,superliga-2026,,,
2026-08-02 14:00:00,Calvary Cavaliers,14 - 32,Ponta Grossa Phantoms,Superliga D2,https://www.salaooval.com.br/equipe/calvary-cavaliers/,https://www.salaooval.com.br/equipe/ponta-grossa-phantoms/,,,superliga-2026,,,
No data available i,No data available in table,No data available in table,No data available in table,No data available in table,,,No data available in table,No data available in table,superliga-2026,,,
2026-08-02 14:30:00,Cascavel Olympians,21 - 06,Francisco Beltrão Red Feet,Superliga D2,https://www.salaooval.com.br/equipe/cascavel-olympians/,http://www.salaooval.com.br/times/francisco-beltrao-red-feet/,,,superliga-2026,,,
2026-08-09 00:00:00,Brasília Pilots,00:00:0000:00,Lusa Jaguars,Superliga Feminina,https://www.salaooval.com.br/equipe/brasilia-pilots/,https://www.salaooval.com.br/equipe/lusa-jaguars/,,,superliga-2026,,,
2026-08-15 00:00:00,Curitiba Silverhawks,00:00:0000:00,Curitiba Phoenix,Superliga Feminina,https://www.salaooval.com.br/equipe/curitiba-silverhawks/,https://www.salaooval.com.br/equipe/curitiba-phoenix/,,,superliga-2026,,,
2026-08-22 00:00:00,Manaus FA,00:00:0000:00,Porto Velho Miners,Superliga D1,http://www.salaooval.com.br/times/manaus-fa/,https://www.salaooval.com.br/equipe/porto-velho-miners/,,,superliga-2026,,,
